"filename", "language", "JSON", "JSON with Comments", "TypeScript", "Markdown", "TypeScript JSX", "JavaScript", "CSS", "XML", "Docker", "YAML", "HTML", "comment", "blank", "total"
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\buyer\Order.tsx", "TypeScript JSX", 0, 0, 0, 0, 310, 0, 0, 0, 0, 0, 0, 2, 7, 319
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\buyer\PastOrders.tsx", "TypeScript JSX", 0, 0, 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 6, 91
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\buyer\Product.tsx", "TypeScript JSX", 0, 0, 0, 0, 395, 0, 0, 0, 0, 0, 0, 0, 8, 403
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\buyer\ProductsB.tsx", "TypeScript JSX", 0, 0, 0, 0, 140, 0, 0, 0, 0, 0, 0, 2, 7, 149
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\buyer\SearchProductsInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 7, 5, 80
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\buyer\SearchSuppliersInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 1, 5, 81
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\buyer\SingleOrder.tsx", "TypeScript JSX", 0, 0, 0, 0, 464, 0, 0, 0, 0, 0, 0, 0, 9, 473
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\buyer\Supplier.tsx", "TypeScript JSX", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 6, 87
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\buyer\Suppliers.tsx", "TypeScript JSX", 0, 0, 0, 0, 248, 0, 0, 0, 0, 0, 0, 11, 16, 275
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\buyer\login\SignInB.tsx", "TypeScript JSX", 0, 0, 0, 0, 269, 0, 0, 0, 0, 0, 0, 8, 9, 286
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\buyer\login\SignInPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 19
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\buyer\login\SignUpB.tsx", "TypeScript JSX", 0, 0, 0, 0, 361, 0, 0, 0, 0, 0, 0, 7, 12, 380
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\buyer\login\SignUpPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 19
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\core\Footer.tsx", "TypeScript JSX", 0, 0, 0, 0, 134, 0, 0, 0, 0, 0, 0, 0, 8, 142
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\core\Layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 3, 17
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\homepage\Homepage.tsx", "TypeScript JSX", 0, 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 3, 70
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\homepage\Navbar.tsx", "TypeScript JSX", 0, 0, 0, 0, 149, 0, 0, 0, 0, 0, 0, 0, 8, 157
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\routing\BuyerProtectedRoute.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 2, 13, 91
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\routing\BuyerProtectedRoute.tsx", "TypeScript JSX", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 2, 6, 29
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\routing\Routing.tsx", "TypeScript JSX", 0, 0, 0, 0, 47, 0, 0, 0, 0, 0, 0, 57, 1, 105
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\routing\SellerProtectedRoute.tsx", "TypeScript JSX", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 2, 6, 29
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\seller\DrinkS.tsx", "TypeScript JSX", 0, 0, 0, 0, 414, 0, 0, 0, 0, 0, 0, 3, 13, 430
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\seller\EditSellerProfile.tsx", "TypeScript JSX", 0, 0, 0, 0, 525, 0, 0, 0, 0, 0, 0, 0, 12, 537
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\seller\HeroS.test.tsx", "TypeScript JSX", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\seller\HeroS.tsx", "TypeScript JSX", 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 7, 124
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\seller\NavbarS.tsx", "TypeScript JSX", 0, 0, 0, 0, 280, 0, 0, 0, 0, 0, 0, 4, 10, 294
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\seller\ProductsS.tsx", "TypeScript JSX", 0, 0, 0, 0, 351, 0, 0, 0, 0, 0, 0, 2, 12, 365
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\seller\Sales.tsx", "TypeScript JSX", 0, 0, 0, 0, 364, 0, 0, 0, 0, 0, 0, 8, 11, 383
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\seller\SearchOrdersInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 4, 48
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\seller\Seller.tsx", "TypeScript JSX", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 25
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\seller\SellerPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 399, 0, 0, 0, 0, 0, 0, 0, 13, 412
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\seller\SellerProducts.tsx", "TypeScript JSX", 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 0, 1, 7, 126
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\seller\SellersOrderPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 734, 0, 0, 0, 0, 0, 0, 1, 12, 747
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\seller\login\SignInS.tsx", "TypeScript JSX", 0, 0, 0, 0, 272, 0, 0, 0, 0, 0, 0, 3, 9, 284
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\seller\login\SignUpS.tsx", "TypeScript JSX", 0, 0, 0, 0, 480, 0, 0, 0, 0, 0, 0, 7, 12, 499
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\ui\CustomBox.tsx", "TypeScript JSX", 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 3, 15
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\ui\CustomButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 4, 52
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\ui\CustomContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 3, 14
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\ui\DrinkContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 9
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\ui\FooterLink.tsx", "TypeScript JSX", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 10
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\ui\HouseBox.tsx", "TypeScript JSX", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 3, 22
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\ui\Image.tsx", "TypeScript JSX", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 3, 9
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\ui\ImgContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 3, 13
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\ui\InfoBox.tsx", "TypeScript JSX", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 3, 11
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\ui\PropertiesBox.tsx", "TypeScript JSX", 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 3, 18
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\ui\PropertiesTextBox.tsx", "TypeScript JSX", 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 3, 10
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\ui\SellerContainer.tsx", "TypeScript JSX", 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 2, 8
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\components\ui\Title.tsx", "TypeScript JSX", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 3, 14
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\constants\marketConstants.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\context\AuthContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 183, 0, 0, 0, 0, 0, 0, 32, 16, 231
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\context\CartContext.tsx", "TypeScript JSX", 0, 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 9, 71
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\enums\order.enum.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\enums\product.enum.ts", "TypeScript", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\enums\seller.enum.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\firebase.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 27
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 4, 5, 22
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\mobx-store\doubler.store.ts", "TypeScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 14, 10, 47
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\mobx-store\index.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\mobx-store\store.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 16
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\models\buyer.ts", "TypeScript", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\models\cartItem.ts", "TypeScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\models\drink.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\models\order.ts", "TypeScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\models\rating.ts", "TypeScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\models\seller.ts", "TypeScript", 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\pages\Page1.tsx", "TypeScript JSX", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 5, 50
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\pages\Page2.tsx", "TypeScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\pages\Page404.tsx", "TypeScript JSX", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 12
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\react-app-env.d.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\redux-store\bankInfo.slice.ts", "TypeScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 42
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\redux-store\hooks.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 9
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\redux-store\index.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\redux-store\store.ts", "TypeScript", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 45
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\redux-store\types.ts", "TypeScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\reportWebVitals.ts", "TypeScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\services\api.ts", "TypeScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 14
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\setupTests.ts", "TypeScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 6
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\shared\Loading.tsx", "TypeScript JSX", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 3, 6
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\shared\index.ts", "TypeScript", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\utils\formatDate.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\utils\getCurrentDate.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\utils\getDiscountColor.ts", "TypeScript", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\utils\getOrderStatusColor.ts", "TypeScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\utils\groupProductsBySeller.ts", "TypeScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 22
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\utils\isProductInArray.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\utils\sumOfPrices.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\utils\test\formatDate.test.ts", "TypeScript", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\utils\test\getCurrentDate.test.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 17
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\utils\test\getDiscountColor.test.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 16
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\utils\test\getOrderStatusColor.test.ts", "TypeScript", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 34
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\utils\test\groupProductsBySeller.test.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\utils\test\isProductInArray.test.ts", "TypeScript", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 44
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\utils\test\mocks\buyer.mock.ts", "TypeScript", 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 36
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\utils\test\mocks\drink.mock.ts", "TypeScript", 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 47
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\utils\test\mocks\seller.mock.ts", "TypeScript", 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 50
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\src\utils\test\sumOfPrices.test.ts", "TypeScript", 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 40
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\tests\add_discount.js", "JavaScript", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 0, 1, 13, 45
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\tests\buyer_login.js", "JavaScript", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 1, 9, 28
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\tests\filter_order.js", "JavaScript", 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 1, 8, 34
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\tests\filter_products.js", "JavaScript", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 7, 27
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\tests\remove_from_cart.js", "JavaScript", 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 17, 8, 38
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\tests\seller_login.js", "JavaScript", 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 1, 6, 25
"d:\FERI\3. letnik\5. semester\ZK\LastCall\apps\frontend\tsconfig.json", "JSON with Comments", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"Total", "-", 215, 28, 3857, 1, 9206, 153, 29, 1, 24, 8, 20, 336, 1043, 14921